"LongTable-checkbox","lineage1","lineage2","lineage3","depmapId","displayName"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000202","COLO320"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-002219","COLO320HSR"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000803","COLO668"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000350","COLO678"
"false","Skin","Melanoma","Cutaneous Melanoma","ACH-000805","COLO679"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000717","COLO680N"
"false","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","ACH-000864","COLO684"
"false","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","ACH-001042","COLO704"
"false","Skin","Melanoma","Melanoma","ACH-000582","COLO741"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-001043","COLO775"
"false","Skin","Melanoma","Melanoma","ACH-000812","COLO783"
"false","Skin","Melanoma","Melanoma","ACH-000968","COLO792"
"false","Skin","Melanoma","Cutaneous Melanoma","ACH-001339","COLO794"
"false","Skin","Melanoma","Cutaneous Melanoma","ACH-000401","COLO800"
"false","Skin","Melanoma","Cutaneous Melanoma","ACH-001044","COLO818"
"false","Breast","Breast Neoplasm, NOS","Breast Neoplasm, NOS","ACH-001820","COLO824"
"false","Skin","Melanoma","Cutaneous Melanoma","ACH-000644","COLO829"
"false","Normal","Non-Cancerous","Matched Normal","ACH-002380","COLO829BL"
"false","Skin","Melanoma","Cutaneous Melanoma","ACH-001045","COLO849"
"false","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000161","CORL105"
"false","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","ACH-000662","CORL23"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000382","CORL24"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000257","CORL279"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-002095","CORL303"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000187","CORL311"
"false","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-001489","CORL32"
"false","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-001490","CORL321"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000695","CORL47"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-001047","CORL51"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000508","CORL88"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000743","CORL95"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-000256","COV318"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-000278","COV362"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-001340","COV413A"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Small Cell Carcinoma of the Ovary","ACH-000123","COV434"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-001048","COV504"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Mucinous Ovarian Cancer","ACH-000608","COV644"
"false","Normal","Non-Cancerous","Matched Normal","ACH-002346","CP50EBV"
"false","Skin","Melanoma","Melanoma","ACH-002096","CP50MELB"
"false","Normal","Non-Cancerous","Matched Normal","ACH-002347","CP66EBV"
"false","Skin","Melanoma","Melanoma","ACH-002097","CP66MEL"
"false","Skin","Melanoma","Melanoma","ACH-002098","CP67MEL"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-001049","CPCN"
"false","Lymphoid","Mature B-Cell Neoplasms","Primary Effusion Lymphoma","ACH-002220","CROAP2"
"false","Bone","Chondrosarcoma","Chondrosarcoma","ACH-002099","CS1"
"false","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","ACH-002221","CTB1"
"false","Lymphoid","Mature T and NK Neoplasms","Adult T-Cell Leukemia/Lymphoma","ACH-002222","CTV1"
"false","Lymphoid","Mature T and NK Neoplasms","Adult T-Cell Leukemia/Lymphoma","ACH-001737","CTV1DM"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000998","CW2"
"false","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ACH-001050","CW9019"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-002223","D245MG"
"false","CNS/Brain","Diffuse Glioma","Gliosarcoma","ACH-002224","D247MG"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-002225","D263MG"
"false","CNS/Brain","Embryonal Tumor","Medulloblastoma","ACH-000055","D283MED"
"false","CNS/Brain","Diffuse Glioma","Gliosarcoma","ACH-002226","D336MG"
"false","CNS/Brain","Embryonal Tumor","Medulloblastoma","ACH-000095","D341Med"
"false","CNS/Brain","Embryonal Tumor","Medulloblastoma","ACH-001052","D384"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-002227","D392MG"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-002228","D423MG"
"false","CNS/Brain","Embryonal Tumor","Medulloblastoma","ACH-001053","D425"
"false","CNS/Brain","Embryonal Tumor","Medulloblastoma","ACH-001054","D458"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-002229","D502MG"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-002230","D542MG"
"false","CNS/Brain","Embryonal Tumor","Medulloblastoma","ACH-001055","D556"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-002231","D566MG"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000243","DANG"
"false","CNS/Brain","Embryonal Tumor","Medulloblastoma","ACH-000211","DAOY"
"false","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","ACH-000786","DAUDI"
"false","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","ACH-000334","DB"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000863","DBTRG05MG"
"false","Lymphoid","Mature T and NK Neoplasms","Anaplastic Large-Cell Lymphoma ALK Positive","ACH-000233","DEL"
"false","Lymphoid","Mature T and NK Neoplasms","Hepatosplenic T-cell Lymphoma","ACH-001057","DERL2"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oropharynx Squamous Cell Carcinoma","ACH-000207","DETROIT562"
"false","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","ACH-002232","DG75"
"false","Bowel","Colorectal Adenocarcinoma","Colorectal Adenocarcinoma","ACH-002233","DIFI"
"false","Skin","Cutaneous Squamous Cell Carcinoma","Cutaneous Squamous Cell Carcinoma","ACH-002100","DJM1"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000244","DKMG"
"false","Soft Tissue","Rhabdoid Cancer","Extrarenal Rhabdoid Cancer","ACH-001059","DL"
"false","Lymphoid","Mature T and NK Neoplasms","Anaplastic Large-Cell Lymphoma ALK Negative","ACH-001060","DL40"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-001061","DLD1"
"false","Fibroblast","Non-Cancerous","Fibroblast, Lung","ACH-000742","DM3"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000530","DMS114"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000594","DMS153"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000749","DMS273"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000844","DMS454"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000698","DMS53"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000703","DMS79"
"false","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","ACH-000981","DND41"
"false","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","ACH-000056","DOHH2"
"false","Head and Neck","Head and Neck Carcinoma, Other","Head and Neck Carcinoma, Other","ACH-002234","DOK"
"false","Cervix","Mixed Cervical Carcinoma","Mixed Cervical Carcinoma","ACH-001341","DOTC24510"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-001063","DOV13"
"false","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-002235","DSH1"
"false","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","ACH-000979","DU145"
"false","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-000258","DU4475"
"false","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000925","DV90"
"false","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","ACH-000877","EB1"
"false","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","ACH-001064","EB2"
"false","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","ACH-002236","EB3"
"false","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000563","EBC1"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Small Cell Carcinoma of the Stomach","ACH-000560","ECC10"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Small Cell Carcinoma of the Stomach","ACH-000225","ECC12"
"false","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Extrahepatic Cholangiocarcinoma","ACH-001997","ECC2"
"false","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","ACH-002024","ECC4"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000305","ECGI10"
"false","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","ACH-000435","EFE184"
"false","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","ACH-000330","EFM19"
"false","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-000117","EFM192A"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-000308","EFO21"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Mucinous Ovarian Cancer","ACH-000936","EFO27"
"false","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Extrahepatic Cholangiocarcinoma","ACH-001494","EGI1"
"false","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-000038","EHEB"
"false","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","ACH-003100","EJ1"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-000821","EJM"
"false","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000706","EKVX"
"false","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","ACH-000295","EM2"
"false","Lung","Non-Small Cell Lung Cancer","Non-Small Cell Lung Cancer","ACH-002101","EMCBAC1"
"false","Lung","Non-Small Cell Lung Cancer","Non-Small Cell Lung Cancer","ACH-002102","EMCBAC2"
"false","Uterus","Endometrial Carcinoma","Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor","ACH-001495","EMTOKA"
"false","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","ACH-000978","EN"
"false","Myeloid","Myeloproliferative Neoplasms","Chronic Eosinophilic Leukemia, NOS","ACH-000198","EOL1"
"false","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000585","EPLC272H"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-002103","ES1"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Clear Cell Ovarian Cancer","ACH-000906","ES2"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-002104","ES3"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-002105","ES4"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-002106","ES5"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-002107","ES6"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-002108","ES7"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-002109","ES8"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Adenocarcinoma of the Gastroesophageal Junction","ACH-001496","ESO26"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Esophageal Adenocarcinoma","ACH-001497","ESO51"
"false","Uterus","Uterine Sarcoma/Mesenchymal","Endometrial Stromal Sarcoma","ACH-000913","ESS1"
"false","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-002650","ETCC016"
"false","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","ACH-002237","ETK1"
"false","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ACH-001065","EVSAT"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-002110","EW1"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-002111","EW11"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-002112","EW12"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-002113","EW13"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-002114","EW16"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-002115","EW18"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-002116","EW22"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-002117","EW24"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-002118","EW3"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-002119","EW7"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-000499","EW8"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-000279","EWS502"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-001066","EWS834"
"false","Myeloid","Myelodysplastic Syndromes","Myelodysplastic Syndromes","ACH-000487","F36P"
"false","CNS/Brain","Meningothelial Tumor","Meningioma","ACH-001067","F5"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Hypopharynx Squamous Cell Carcinoma","ACH-000846","FADU"
"false","Lymphoid","Mature B-Cell Neoplasms","Germinal Center B-Cell Type","ACH-001498","FARAGE"
"false","Lymphoid","Mature T and NK Neoplasms","Anaplastic Large-Cell Lymphoma ALK Negative","ACH-001068","FEPD"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Esophageal Adenocarcinoma","ACH-001500","FLO1"
"false","Thyroid","Well-Differentiated Thyroid Cancer","Follicular Thyroid Cancer","ACH-000903","FTC133"
"false","Thyroid","Well-Differentiated Thyroid Cancer","Follicular Thyroid Cancer","ACH-000897","FTC238"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Diffuse Type Stomach Adenocarcinoma","ACH-000633","FU97"
"false","Soft Tissue","Synovial Sarcoma","Synovial Sarcoma","ACH-001272","FUJI"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-000574","FUOV1"
"false","Bone","Osteosarcoma","Osteosarcoma","ACH-000082","G292CLONEA141B1"
"false","Skin","Melanoma","Melanoma","ACH-000572","G361"
"false","Kidney","Rhabdoid Cancer","Rhabdoid Cancer","ACH-000096","G401"
"false","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-000375","G402"
"false","Biliary Tract","Intracholecystic Papillary Neoplasm","Gallbladder Adenocarcinoma, NOS","ACH-001850","G415"
"false","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","ACH-000162","GA10"
"false","Vulva/Vagina","Mucosal Melanoma of the Vulva/Vagina","Mucosal Melanoma of the Vulva/Vagina","ACH-002120","GAK"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000098","GAMG"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000738","GB1"
"false","Biliary Tract","Intracholecystic Papillary Neoplasm","Gallbladder Adenocarcinoma, NOS","ACH-001961","GB2"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-002349","GBM001"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-000047","GCIY"
"false","Soft Tissue","Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma","Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma","ACH-000835","GCT"
"false","Testis","Non-Seminomatous Germ Cell Tumor","Teratoma","ACH-001502","GCT27"
"false","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000081","GDM1"
"false","CNS/Brain","Diffuse Glioma","Gliosarcoma","ACH-000756","GI1"
"false","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-001344","GIMEN"
"false","Soft Tissue","Gastrointestinal Stromal Tumor","Gastrointestinal Stromal Tumor","ACH-002332","GISTT1"
"false","Cervix","Cervical Adenocarcinoma","Endocervical Adenocarcinoma","ACH-001071","GLC82"
"false","Skin","Melanoma","Cutaneous Melanoma","ACH-002121","GMEL"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000102","GMS10"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000027","GOS3"
"false","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-001716","GOTO"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000982","GP2D"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-001345","GP5D"
"false","Lymphoid","Mature B-Cell Neoplasms","Mantle Cell Lymphoma","ACH-000073","GRANTA519"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-001072","GRM"
"false","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-002238","GRST"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-000746","GSS"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-000485","GSU"
"false","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-002122","GT3TKB"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001346","H103"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001347","H157"
"false","Pleura","Pleural Mesothelioma","Pleural Mesothelioma","ACH-002123","H2369"
"false","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Sarcomatoid Type","ACH-002124","H2373"
"false","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","ACH-002125","H2461"
"false","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","ACH-002126","H2591"
"false","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","ACH-002127","H2595"
"false","Pleura","Pleural Mesothelioma","Pleural Mesothelioma","ACH-002128","H2722"
"false","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Sarcomatoid Type","ACH-002129","H2731"
"false","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","ACH-002130","H2795"
"false","Pleura","Pleural Mesothelioma","Pleural Mesothelioma","ACH-002131","H2803"
"false","Pleura","Pleural Mesothelioma","Pleural Mesothelioma","ACH-002132","H2804"
"false","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","ACH-002133","H2810"
"false","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","ACH-002134","H2818"
"false","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Biphasic Type","ACH-002135","H2869"
"false","Pleura","Pleural Mesothelioma","Pleural Mesothelioma","ACH-002136","H290"
"false","Head and Neck","Salivary Carcinoma","Mucoepidermoid Carcinoma","ACH-002239","H3118"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001508","H314"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001509","H357"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001510","H376"
"false","CNS/Brain","Diffuse Glioma","Astrocytoma","ACH-000389","H4"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001511","H413"
"false","Lung","Non-Small Cell Lung Cancer","Lung Adenosquamous Carcinoma","ACH-002138","H513"
"false","Lymphoid","Mature T and NK Neoplasms","Sezary Syndrome","ACH-002240","H9"
"false","Kidney","Non-Cancerous","Immortalized Embyonic Kidney Cells","ACH-001310","HA1E"
